Path,Emotions,Dataset,Audio_Length
data/raw/Crema/1017_TSI_NEU_XX.wav,neutral,CREMA,1.6683125
data/raw/Crema/1017_TSI_SAD_XX.wav,sad,CREMA,2.002
data/raw/Crema/1017_WSI_ANG_XX.wav,angry,CREMA,2.3356875
data/raw/Crema/1017_WSI_DIS_XX.wav,disgust,CREMA,2.1688125
data/raw/Crema/1017_WSI_FEA_XX.wav,fear,CREMA,2.369
data/raw/Crema/1017_WSI_HAP_XX.wav,happy,CREMA,1.56825
data/raw/Crema/1017_WSI_NEU_XX.wav,neutral,CREMA,2.2021875
data/raw/Crema/1017_WSI_SAD_XX.wav,sad,CREMA,2.1354375
data/raw/Crema/1018_DFA_ANG_XX.wav,angry,CREMA,1.968625
data/raw/Crema/1018_DFA_DIS_XX.wav,disgust,CREMA,2.3023125
data/raw/Crema/1018_DFA_FEA_XX.wav,fear,CREMA,2.1354375
data/raw/Crema/1018_DFA_HAP_XX.wav,happy,CREMA,1.6349375
data/raw/Crema/1018_DFA_NEU_XX.wav,neutral,CREMA,2.002
data/raw/Crema/1018_DFA_SAD_XX.wav,sad,CREMA,1.6349375
data/raw/Crema/1018_IEO_ANG_HI.wav,angry,CREMA,2.7026875
data/raw/Crema/1018_IEO_ANG_LO.wav,angry,CREMA,2.3023125
data/raw/Crema/1018_IEO_ANG_MD.wav,angry,CREMA,1.901875
data/raw/Crema/1018_IEO_DIS_HI.wav,disgust,CREMA,3.2031875
data/raw/Crema/1018_IEO_DIS_LO.wav,disgust,CREMA,2.1688125
data/raw/Crema/1018_IEO_DIS_MD.wav,disgust,CREMA,2.2355625
data/raw/Crema/1018_IEO_FEA_HI.wav,fear,CREMA,2.3356875
data/raw/Crema/1018_IEO_FEA_LO.wav,fear,CREMA,1.901875
data/raw/Crema/1018_IEO_FEA_MD.wav,fear,CREMA,3.3033125
data/raw/Crema/1018_IEO_HAP_HI.wav,happy,CREMA,2.3023125
data/raw/Crema/1018_IEO_HAP_LO.wav,happy,CREMA,1.8018125
data/raw/Crema/1018_IEO_HAP_MD.wav,happy,CREMA,1.6349375
data/raw/Crema/1018_IEO_NEU_XX.wav,neutral,CREMA,2.002
data/raw/Crema/1018_IEO_SAD_HI.wav,sad,CREMA,3.8371875
data/raw/Crema/1018_IEO_SAD_LO.wav,sad,CREMA,2.8361875
data/raw/Crema/1018_IEO_SAD_MD.wav,sad,CREMA,2.969625
data/raw/Crema/1018_IOM_ANG_XX.wav,angry,CREMA,2.06875
data/raw/Crema/1018_IOM_DIS_XX.wav,disgust,CREMA,2.1354375
data/raw/Crema/1018_IOM_FEA_XX.wav,fear,CREMA,2.8361875
data/raw/Crema/1018_IOM_HAP_XX.wav,happy,CREMA,2.3023125
data/raw/Crema/1018_IOM_NEU_XX.wav,neutral,CREMA,1.968625
data/raw/Crema/1018_IOM_SAD_XX.wav,sad,CREMA,2.402375
data/raw/Crema/1018_ITH_ANG_XX.wav,angry,CREMA,2.8361875
data/raw/Crema/1018_ITH_DIS_XX.wav,disgust,CREMA,2.602625
data/raw/Crema/1018_ITH_FEA_XX.wav,fear,CREMA,2.1354375
data/raw/Crema/1018_ITH_HAP_XX.wav,happy,CREMA,2.002
data/raw/Crema/1018_ITH_NEU_XX.wav,neutral,CREMA,2.2021875
data/raw/Crema/1018_ITH_SAD_XX.wav,sad,CREMA,2.43575
data/raw/Crema/1018_ITS_ANG_XX.wav,angry,CREMA,2.402375
data/raw/Crema/1018_ITS_DIS_XX.wav,disgust,CREMA,2.43575
data/raw/Crema/1018_ITS_FEA_XX.wav,fear,CREMA,1.8018125
data/raw/Crema/1018_ITS_HAP_XX.wav,happy,CREMA,1.901875
data/raw/Crema/1018_ITS_NEU_XX.wav,neutral,CREMA,2.3356875
data/raw/Crema/1018_ITS_SAD_XX.wav,sad,CREMA,2.5025
data/raw/Crema/1018_IWL_ANG_XX.wav,angry,CREMA,2.1354375
data/raw/Crema/1018_IWL_DIS_XX.wav,disgust,CREMA,2.602625
data/raw/Crema/1018_IWL_FEA_XX.wav,fear,CREMA,2.1354375
data/raw/Crema/1018_IWL_HAP_XX.wav,happy,CREMA,2.102125
data/raw/Crema/1018_IWL_NEU_XX.wav,neutral,CREMA,2.002
data/raw/Crema/1018_IWL_SAD_XX.wav,sad,CREMA,2.2755625
data/raw/Crema/1018_IWW_ANG_XX.wav,angry,CREMA,2.102125
data/raw/Crema/1018_IWW_DIS_XX.wav,disgust,CREMA,2.6359375
data/raw/Crema/1018_IWW_FEA_XX.wav,fear,CREMA,3.2031875
data/raw/Crema/1018_IWW_HAP_XX.wav,happy,CREMA,1.968625
data/raw/Crema/1018_IWW_NEU_XX.wav,neutral,CREMA,2.2755625
data/raw/Crema/1018_IWW_SAD_XX.wav,sad,CREMA,2.7694375
data/raw/Crema/1018_MTI_ANG_XX.wav,angry,CREMA,2.035375
data/raw/Crema/1018_MTI_DIS_XX.wav,disgust,CREMA,2.5025
data/raw/Crema/1018_MTI_FEA_XX.wav,fear,CREMA,1.8351875
data/raw/Crema/1018_MTI_HAP_XX.wav,happy,CREMA,1.968625
data/raw/Crema/1018_MTI_NEU_XX.wav,neutral,CREMA,2.2755625
data/raw/Crema/1018_MTI_SAD_XX.wav,sad,CREMA,2.102125
data/raw/Crema/1018_TAI_ANG_XX.wav,angry,CREMA,2.6693125
data/raw/Crema/1018_TAI_DIS_XX.wav,disgust,CREMA,3.2365625
data/raw/Crema/1018_TAI_FEA_XX.wav,fear,CREMA,2.002
data/raw/Crema/1018_TAI_HAP_XX.wav,happy,CREMA,2.002
data/raw/Crema/1018_TAI_NEU_XX.wav,neutral,CREMA,2.3356875
data/raw/Crema/1018_TAI_SAD_XX.wav,sad,CREMA,3.003
data/raw/Crema/1018_TIE_ANG_XX.wav,angry,CREMA,3.6369375
data/raw/Crema/1018_TIE_DIS_XX.wav,disgust,CREMA,3.8038125
data/raw/Crema/1018_TIE_FEA_XX.wav,fear,CREMA,3.37
data/raw/Crema/1018_TIE_HAP_XX.wav,happy,CREMA,2.2355625
data/raw/Crema/1018_TIE_NEU_XX.wav,neutral,CREMA,2.469125
data/raw/Crema/1018_TIE_SAD_XX.wav,sad,CREMA,3.903875
data/raw/Crema/1018_TSI_ANG_XX.wav,angry,CREMA,1.901875
data/raw/Crema/1018_TSI_DIS_XX.wav,disgust,CREMA,3.103125
data/raw/Crema/1018_TSI_FEA_XX.wav,fear,CREMA,1.6683125
data/raw/Crema/1018_TSI_HAP_XX.wav,happy,CREMA,1.5015
data/raw/Crema/1018_TSI_NEU_XX.wav,neutral,CREMA,1.601625
data/raw/Crema/1018_TSI_SAD_XX.wav,sad,CREMA,2.035375
data/raw/Crema/1018_WSI_ANG_XX.wav,angry,CREMA,2.2021875
data/raw/Crema/1018_WSI_DIS_XX.wav,disgust,CREMA,3.1698125
data/raw/Crema/1018_WSI_FEA_XX.wav,fear,CREMA,2.2021875
data/raw/Crema/1018_WSI_HAP_XX.wav,happy,CREMA,2.1354375
data/raw/Crema/1018_WSI_NEU_XX.wav,neutral,CREMA,2.469125
data/raw/Crema/1018_WSI_SAD_XX.wav,sad,CREMA,2.402375
data/raw/Crema/1019_DFA_ANG_XX.wav,angry,CREMA,1.6683125
data/raw/Crema/1019_DFA_DIS_XX.wav,disgust,CREMA,2.06875
data/raw/Crema/1019_DFA_FEA_XX.wav,fear,CREMA,2.3356875
data/raw/Crema/1019_DFA_HAP_XX.wav,happy,CREMA,2.2755625
data/raw/Crema/1019_DFA_NEU_XX.wav,neutral,CREMA,1.56825
data/raw/Crema/1019_DFA_SAD_XX.wav,sad,CREMA,2.402375
data/raw/Crema/1019_IEO_ANG_HI.wav,angry,CREMA,2.102125
data/raw/Crema/1019_IEO_ANG_LO.wav,angry,CREMA,1.93525
data/raw/Crema/1019_IEO_ANG_MD.wav,angry,CREMA,1.8685
data/raw/Crema/1019_IEO_DIS_HI.wav,disgust,CREMA,2.56925
data/raw/Crema/1019_IEO_DIS_LO.wav,disgust,CREMA,2.2755625
data/raw/Crema/1019_IEO_DIS_MD.wav,disgust,CREMA,2.035375
data/raw/Crema/1019_IEO_FEA_HI.wav,fear,CREMA,2.7026875
data/raw/Crema/1019_IEO_FEA_LO.wav,fear,CREMA,1.7016875
data/raw/Crema/1019_IEO_FEA_MD.wav,fear,CREMA,2.469125
data/raw/Crema/1019_IEO_HAP_HI.wav,happy,CREMA,2.002
data/raw/Crema/1019_IEO_HAP_LO.wav,happy,CREMA,1.7684375
data/raw/Crema/1019_IEO_HAP_MD.wav,happy,CREMA,1.93525
data/raw/Crema/1019_IEO_NEU_XX.wav,neutral,CREMA,1.8018125
data/raw/Crema/1019_IEO_SAD_HI.wav,sad,CREMA,1.468125
data/raw/Crema/1019_IEO_SAD_LO.wav,sad,CREMA,1.968625
data/raw/Crema/1019_IEO_SAD_MD.wav,sad,CREMA,2.3023125
data/raw/Crema/1019_IOM_ANG_XX.wav,angry,CREMA,2.5025
data/raw/Crema/1019_IOM_DIS_XX.wav,disgust,CREMA,3.036375
data/raw/Crema/1019_IOM_FEA_XX.wav,fear,CREMA,2.3023125
data/raw/Crema/1019_IOM_HAP_XX.wav,happy,CREMA,2.2755625
data/raw/Crema/1019_IOM_NEU_XX.wav,neutral,CREMA,1.8685
data/raw/Crema/1019_IOM_SAD_XX.wav,sad,CREMA,2.1688125
data/raw/Crema/1019_ITS_ANG_XX.wav,angry,CREMA,2.1688125
data/raw/Crema/1019_ITS_DIS_XX.wav,disgust,CREMA,2.8028125
data/raw/Crema/1019_ITS_FEA_XX.wav,fear,CREMA,2.6693125
data/raw/Crema/1019_ITS_HAP_XX.wav,happy,CREMA,3.2365625
data/raw/Crema/1019_ITS_NEU_XX.wav,neutral,CREMA,1.7684375
data/raw/Crema/1019_ITS_SAD_XX.wav,sad,CREMA,2.3356875
data/raw/Crema/1019_IWL_ANG_XX.wav,angry,CREMA,2.2755625
data/raw/Crema/1019_IWL_DIS_XX.wav,disgust,CREMA,2.8695
data/raw/Crema/1019_IWL_FEA_XX.wav,fear,CREMA,2.469125
data/raw/Crema/1019_IWL_HAP_XX.wav,happy,CREMA,2.469125
data/raw/Crema/1019_IWL_NEU_XX.wav,neutral,CREMA,2.1688125
data/raw/Crema/1019_IWL_SAD_XX.wav,sad,CREMA,2.102125
data/raw/Crema/1019_IWW_ANG_XX.wav,angry,CREMA,2.402375
data/raw/Crema/1019_IWW_DIS_XX.wav,disgust,CREMA,2.56925
data/raw/Crema/1019_IWW_FEA_XX.wav,fear,CREMA,2.535875
data/raw/Crema/1019_IWW_HAP_XX.wav,happy,CREMA,2.602625
data/raw/Crema/1019_IWW_NEU_XX.wav,neutral,CREMA,1.8351875
data/raw/Crema/1019_IWW_SAD_XX.wav,sad,CREMA,2.1354375
data/raw/Crema/1019_MTI_ANG_XX.wav,angry,CREMA,1.901875
data/raw/Crema/1019_MTI_DIS_XX.wav,disgust,CREMA,2.6693125
data/raw/Crema/1019_MTI_FEA_XX.wav,fear,CREMA,2.3356875
data/raw/Crema/1019_MTI_HAP_XX.wav,happy,CREMA,2.6359375
data/raw/Crema/1019_MTI_NEU_XX.wav,neutral,CREMA,2.1688125
data/raw/Crema/1019_MTI_SAD_XX.wav,sad,CREMA,2.3356875
data/raw/Crema/1019_TAI_ANG_XX.wav,angry,CREMA,2.8361875
data/raw/Crema/1019_TAI_DIS_XX.wav,disgust,CREMA,2.93625
data/raw/Crema/1019_TAI_FEA_XX.wav,fear,CREMA,1.8018125
data/raw/Crema/1019_TAI_HAP_XX.wav,happy,CREMA,2.3023125
data/raw/Crema/1019_TAI_NEU_XX.wav,neutral,CREMA,2.43575
data/raw/Crema/1019_TAI_SAD_XX.wav,sad,CREMA,2.602625
data/raw/Crema/1019_TIE_ANG_XX.wav,angry,CREMA,3.3033125
data/raw/Crema/1019_TIE_DIS_XX.wav,disgust,CREMA,3.8371875
data/raw/Crema/1019_TIE_FEA_XX.wav,fear,CREMA,3.06975
data/raw/Crema/1019_TIE_HAP_XX.wav,happy,CREMA,2.5025
data/raw/Crema/1019_TIE_NEU_XX.wav,neutral,CREMA,2.469125
data/raw/Crema/1019_TIE_SAD_XX.wav,sad,CREMA,2.8695
data/raw/Crema/1019_TSI_ANG_XX.wav,angry,CREMA,1.93525
data/raw/Crema/1019_TSI_DIS_XX.wav,disgust,CREMA,2.6693125
data/raw/Crema/1019_TSI_FEA_XX.wav,fear,CREMA,2.035375
data/raw/Crema/1019_TSI_HAP_XX.wav,happy,CREMA,2.1688125
data/raw/Crema/1019_TSI_NEU_XX.wav,neutral,CREMA,2.2021875
data/raw/Crema/1019_TSI_SAD_XX.wav,sad,CREMA,2.06875
data/raw/Crema/1019_WSI_ANG_XX.wav,angry,CREMA,3.06975
data/raw/Crema/1019_WSI_DIS_XX.wav,disgust,CREMA,2.8361875
data/raw/Crema/1019_WSI_FEA_XX.wav,fear,CREMA,2.56925
data/raw/Crema/1019_WSI_HAP_XX.wav,happy,CREMA,2.035375
data/raw/Crema/1019_WSI_NEU_XX.wav,neutral,CREMA,2.2755625
data/raw/Crema/1019_WSI_SAD_XX.wav,sad,CREMA,2.6693125
data/raw/Crema/1020_DFA_ANG_XX.wav,angry,CREMA,3.3700625
data/raw/Crema/1020_DFA_DIS_XX.wav,disgust,CREMA,3.5035
data/raw/Crema/1020_DFA_FEA_XX.wav,fear,CREMA,2.1688125
data/raw/Crema/1020_DFA_HAP_XX.wav,happy,CREMA,2.102125
data/raw/Crema/1020_DFA_NEU_XX.wav,neutral,CREMA,1.968625
data/raw/Crema/1020_DFA_SAD_XX.wav,sad,CREMA,2.402375
data/raw/Crema/1020_IEO_ANG_HI.wav,angry,CREMA,2.602625
data/raw/Crema/1020_IEO_ANG_LO.wav,angry,CREMA,2.7694375
data/raw/Crema/1020_IEO_ANG_MD.wav,angry,CREMA,3.37
data/raw/Crema/1020_IEO_DIS_HI.wav,disgust,CREMA,3.036375
data/raw/Crema/1020_IEO_DIS_LO.wav,disgust,CREMA,2.7026875
data/raw/Crema/1020_IEO_DIS_MD.wav,disgust,CREMA,3.2699375
data/raw/Crema/1020_IEO_FEA_HI.wav,fear,CREMA,2.102125
data/raw/Crema/1020_IEO_FEA_LO.wav,fear,CREMA,2.3023125
data/raw/Crema/1020_IEO_FEA_MD.wav,fear,CREMA,2.43575
data/raw/Crema/1020_IEO_HAP_HI.wav,happy,CREMA,2.469125
data/raw/Crema/1020_IEO_HAP_LO.wav,happy,CREMA,2.1688125
data/raw/Crema/1020_IEO_HAP_MD.wav,happy,CREMA,2.7360625
data/raw/Crema/1020_IEO_NEU_XX.wav,neutral,CREMA,2.035375
data/raw/Crema/1020_IEO_SAD_HI.wav,sad,CREMA,2.7694375
data/raw/Crema/1020_IEO_SAD_LO.wav,sad,CREMA,2.6693125
data/raw/Crema/1020_IEO_SAD_MD.wav,sad,CREMA,3.6369375
data/raw/Crema/1020_IOM_ANG_XX.wav,angry,CREMA,2.8695625
data/raw/Crema/1020_IOM_DIS_XX.wav,disgust,CREMA,2.7026875
data/raw/Crema/1020_IOM_FEA_XX.wav,fear,CREMA,2.2826875
data/raw/Crema/1020_IOM_HAP_XX.wav,happy,CREMA,2.2689375
data/raw/Crema/1020_IOM_NEU_XX.wav,neutral,CREMA,1.968625
data/raw/Crema/1020_IOM_SAD_XX.wav,sad,CREMA,2.3023125
data/raw/Crema/1020_ITH_ANG_XX.wav,angry,CREMA,4.004
data/raw/Crema/1020_ITH_DIS_XX.wav,disgust,CREMA,4.3043125
data/raw/Crema/1020_ITH_FEA_XX.wav,fear,CREMA,3.1698125
data/raw/Crema/1020_ITH_HAP_XX.wav,happy,CREMA,2.5025
data/raw/Crema/1020_ITH_NEU_XX.wav,neutral,CREMA,2.7360625
data/raw/Crema/1020_ITH_SAD_XX.wav,sad,CREMA,3.403375
data/raw/Crema/1020_ITS_ANG_XX.wav,angry,CREMA,3.3700625
data/raw/Crema/1020_ITS_DIS_XX.wav,disgust,CREMA,3.403375
data/raw/Crema/1020_ITS_FEA_XX.wav,fear,CREMA,2.535875
data/raw/Crema/1020_ITS_HAP_XX.wav,happy,CREMA,2.2021875
data/raw/Crema/1020_ITS_NEU_XX.wav,neutral,CREMA,2.3023125
data/raw/Crema/1020_ITS_SAD_XX.wav,sad,CREMA,2.969625
data/raw/Crema/1020_IWL_ANG_XX.wav,angry,CREMA,3.536875
data/raw/Crema/1020_IWL_DIS_XX.wav,disgust,CREMA,3.93725
data/raw/Crema/1020_IWL_FEA_XX.wav,fear,CREMA,3.536875
data/raw/Crema/1020_IWL_HAP_XX.wav,happy,CREMA,2.6693125
data/raw/Crema/1020_IWL_NEU_XX.wav,neutral,CREMA,2.969625
data/raw/Crema/1020_IWL_SAD_XX.wav,sad,CREMA,3.470125
data/raw/Crema/1020_IWW_ANG_XX.wav,angry,CREMA,2.7026875
data/raw/Crema/1020_IWW_DIS_XX.wav,disgust,CREMA,2.602625
data/raw/Crema/1020_IWW_FEA_XX.wav,fear,CREMA,2.5025
data/raw/Crema/1020_IWW_HAP_XX.wav,happy,CREMA,1.7016875
data/raw/Crema/1020_IWW_NEU_XX.wav,neutral,CREMA,2.002
data/raw/Crema/1020_IWW_SAD_XX.wav,sad,CREMA,2.535875
data/raw/Crema/1020_MTI_ANG_XX.wav,angry,CREMA,2.8028125
data/raw/Crema/1020_MTI_DIS_XX.wav,disgust,CREMA,3.5035
data/raw/Crema/1020_MTI_FEA_XX.wav,fear,CREMA,2.7360625
data/raw/Crema/1020_MTI_HAP_XX.wav,happy,CREMA,2.6359375
data/raw/Crema/1020_MTI_NEU_XX.wav,neutral,CREMA,2.8361875
data/raw/Crema/1020_MTI_SAD_XX.wav,sad,CREMA,3.003
data/raw/Crema/1020_TAI_ANG_XX.wav,angry,CREMA,2.93625
data/raw/Crema/1020_TAI_DIS_XX.wav,disgust,CREMA,3.2031875
data/raw/Crema/1020_TAI_FEA_XX.wav,fear,CREMA,2.7026875
data/raw/Crema/1020_TAI_HAP_XX.wav,happy,CREMA,2.1354375
data/raw/Crema/1020_TAI_NEU_XX.wav,neutral,CREMA,2.7694375
data/raw/Crema/1020_TAI_SAD_XX.wav,sad,CREMA,2.56925
data/raw/Crema/1020_TIE_ANG_XX.wav,angry,CREMA,4.07075
data/raw/Crema/1020_TIE_DIS_XX.wav,disgust,CREMA,4.5045
data/raw/Crema/1020_TIE_FEA_XX.wav,fear,CREMA,4.1374375
data/raw/Crema/1020_TIE_HAP_XX.wav,happy,CREMA,3.2365625
data/raw/Crema/1020_TIE_NEU_XX.wav,neutral,CREMA,3.003
data/raw/Crema/1020_TIE_SAD_XX.wav,sad,CREMA,3.7704375
data/raw/Crema/1020_TSI_ANG_XX.wav,angry,CREMA,2.902875
data/raw/Crema/1020_TSI_DIS_XX.wav,disgust,CREMA,3.57025
data/raw/Crema/1020_TSI_FEA_XX.wav,fear,CREMA,2.3690625
data/raw/Crema/1020_TSI_HAP_XX.wav,happy,CREMA,2.5025
data/raw/Crema/1020_TSI_NEU_XX.wav,neutral,CREMA,2.402375
data/raw/Crema/1020_TSI_SAD_XX.wav,sad,CREMA,2.902875
data/raw/Crema/1020_WSI_ANG_XX.wav,angry,CREMA,3.003
data/raw/Crema/1020_WSI_DIS_XX.wav,disgust,CREMA,3.6369375
data/raw/Crema/1020_WSI_FEA_XX.wav,fear,CREMA,2.7026875
data/raw/Crema/1020_WSI_HAP_XX.wav,happy,CREMA,2.3690625
data/raw/Crema/1020_WSI_NEU_XX.wav,neutral,CREMA,2.3023125
data/raw/Crema/1020_WSI_SAD_XX.wav,sad,CREMA,2.7360625
data/raw/Crema/1021_DFA_ANG_XX.wav,angry,CREMA,2.8695625
data/raw/Crema/1021_DFA_DIS_XX.wav,disgust,CREMA,3.57025
data/raw/Crema/1021_DFA_FEA_XX.wav,fear,CREMA,2.902875
data/raw/Crema/1021_DFA_HAP_XX.wav,happy,CREMA,2.402375
data/raw/Crema/1021_DFA_NEU_XX.wav,neutral,CREMA,2.602625
data/raw/Crema/1021_DFA_SAD_XX.wav,sad,CREMA,2.469125
data/raw/Crema/1021_IEO_ANG_HI.wav,angry,CREMA,3.6703125
data/raw/Crema/1021_IEO_ANG_LO.wav,angry,CREMA,2.469125
data/raw/Crema/1021_IEO_ANG_MD.wav,angry,CREMA,2.56925
data/raw/Crema/1021_IEO_DIS_HI.wav,disgust,CREMA,3.403375
data/raw/Crema/1021_IEO_DIS_LO.wav,disgust,CREMA,2.2689375
data/raw/Crema/1021_IEO_DIS_MD.wav,disgust,CREMA,2.56925
data/raw/Crema/1021_IEO_FEA_HI.wav,fear,CREMA,3.103125
data/raw/Crema/1021_IEO_FEA_LO.wav,fear,CREMA,3.2699375
data/raw/Crema/1021_IEO_FEA_MD.wav,fear,CREMA,2.5025
data/raw/Crema/1021_IEO_HAP_HI.wav,happy,CREMA,2.6693125
data/raw/Crema/1021_IEO_HAP_LO.wav,happy,CREMA,1.7350625
data/raw/Crema/1021_IEO_HAP_MD.wav,happy,CREMA,2.5025
data/raw/Crema/1021_IEO_NEU_XX.wav,neutral,CREMA,2.06875
data/raw/Crema/1021_IEO_SAD_HI.wav,sad,CREMA,3.536875
data/raw/Crema/1021_IEO_SAD_LO.wav,sad,CREMA,2.2755625
data/raw/Crema/1021_IEO_SAD_MD.wav,sad,CREMA,2.93625
data/raw/Crema/1021_IOM_ANG_XX.wav,angry,CREMA,2.602625
data/raw/Crema/1021_IOM_DIS_XX.wav,disgust,CREMA,2.5025
data/raw/Crema/1021_IOM_FEA_XX.wav,fear,CREMA,2.602625
data/raw/Crema/1021_IOM_HAP_XX.wav,happy,CREMA,2.3023125
data/raw/Crema/1021_IOM_NEU_XX.wav,neutral,CREMA,1.968625
data/raw/Crema/1021_IOM_SAD_XX.wav,sad,CREMA,2.6359375
data/raw/Crema/1021_ITH_ANG_XX.wav,angry,CREMA,3.2031875
data/raw/Crema/1021_ITH_DIS_XX.wav,disgust,CREMA,3.1364375
data/raw/Crema/1021_ITH_FEA_XX.wav,fear,CREMA,3.103125
data/raw/Crema/1021_ITH_HAP_XX.wav,happy,CREMA,3.1698125
data/raw/Crema/1021_ITH_NEU_XX.wav,neutral,CREMA,2.43575
data/raw/Crema/1021_ITH_SAD_XX.wav,sad,CREMA,2.969625
data/raw/Crema/1021_ITS_ANG_XX.wav,angry,CREMA,3.2031875
data/raw/Crema/1021_ITS_DIS_XX.wav,disgust,CREMA,3.1364375
data/raw/Crema/1021_ITS_FEA_XX.wav,fear,CREMA,2.902875
data/raw/Crema/1021_ITS_HAP_XX.wav,happy,CREMA,2.7026875
data/raw/Crema/1021_ITS_NEU_XX.wav,neutral,CREMA,2.7694375
data/raw/Crema/1021_ITS_SAD_XX.wav,sad,CREMA,3.036375
data/raw/Crema/1021_IWL_ANG_XX.wav,angry,CREMA,2.969625
data/raw/Crema/1021_IWL_DIS_XX.wav,disgust,CREMA,2.7026875
data/raw/Crema/1021_IWL_FEA_XX.wav,fear,CREMA,2.969625
data/raw/Crema/1021_IWL_HAP_XX.wav,happy,CREMA,3.3033125
data/raw/Crema/1021_IWL_NEU_XX.wav,neutral,CREMA,2.8695625
data/raw/Crema/1021_IWL_SAD_XX.wav,sad,CREMA,2.8361875
data/raw/Crema/1021_IWW_ANG_XX.wav,angry,CREMA,2.902875
data/raw/Crema/1021_IWW_DIS_XX.wav,disgust,CREMA,2.93625
data/raw/Crema/1021_IWW_FEA_XX.wav,fear,CREMA,3.3033125
data/raw/Crema/1021_IWW_HAP_XX.wav,happy,CREMA,2.8028125
data/raw/Crema/1021_IWW_NEU_XX.wav,neutral,CREMA,2.6359375
data/raw/Crema/1021_IWW_SAD_XX.wav,sad,CREMA,2.8361875
data/raw/Crema/1021_MTI_ANG_XX.wav,angry,CREMA,3.3700625
data/raw/Crema/1021_MTI_DIS_XX.wav,disgust,CREMA,2.8361875
data/raw/Crema/1021_MTI_FEA_XX.wav,fear,CREMA,3.43675
data/raw/Crema/1021_MTI_HAP_XX.wav,happy,CREMA,3.003
data/raw/Crema/1021_MTI_NEU_XX.wav,neutral,CREMA,2.8361875
data/raw/Crema/1021_MTI_SAD_XX.wav,sad,CREMA,3.5035
data/raw/Crema/1021_TAI_ANG_XX.wav,angry,CREMA,3.5035
data/raw/Crema/1021_TAI_DIS_XX.wav,disgust,CREMA,3.3700625
data/raw/Crema/1021_TAI_FEA_XX.wav,fear,CREMA,2.8028125
data/raw/Crema/1021_TAI_HAP_XX.wav,happy,CREMA,2.7026875
data/raw/Crema/1021_TAI_NEU_XX.wav,neutral,CREMA,2.969625
data/raw/Crema/1021_TAI_SAD_XX.wav,sad,CREMA,2.8028125
data/raw/Crema/1021_TIE_ANG_XX.wav,angry,CREMA,3.7036875
data/raw/Crema/1021_TIE_DIS_XX.wav,disgust,CREMA,3.33275
data/raw/Crema/1021_TIE_FEA_XX.wav,fear,CREMA,2.902875
data/raw/Crema/1021_TIE_HAP_XX.wav,happy,CREMA,2.602625
data/raw/Crema/1021_TIE_NEU_XX.wav,neutral,CREMA,2.5025
data/raw/Crema/1021_TIE_SAD_XX.wav,sad,CREMA,3.403375
data/raw/Crema/1021_TSI_ANG_XX.wav,angry,CREMA,2.6693125
data/raw/Crema/1021_TSI_DIS_XX.wav,disgust,CREMA,3.06975
data/raw/Crema/1021_TSI_FEA_XX.wav,fear,CREMA,2.535875
data/raw/Crema/1021_TSI_HAP_XX.wav,happy,CREMA,2.43575
data/raw/Crema/1021_TSI_NEU_XX.wav,neutral,CREMA,2.469125
data/raw/Crema/1021_TSI_SAD_XX.wav,sad,CREMA,3.036375
data/raw/Crema/1021_WSI_ANG_XX.wav,angry,CREMA,2.7360625
data/raw/Crema/1021_WSI_DIS_XX.wav,disgust,CREMA,2.8695625
data/raw/Crema/1021_WSI_FEA_XX.wav,fear,CREMA,3.06975
data/raw/Crema/1021_WSI_HAP_XX.wav,happy,CREMA,3.1364375
data/raw/Crema/1021_WSI_NEU_XX.wav,neutral,CREMA,2.469125
data/raw/Crema/1021_WSI_SAD_XX.wav,sad,CREMA,2.2355625
data/raw/Crema/1022_DFA_ANG_XX.wav,angry,CREMA,2.93625
data/raw/Crema/1022_DFA_DIS_XX.wav,disgust,CREMA,2.602625
data/raw/Crema/1022_DFA_FEA_XX.wav,fear,CREMA,2.3690625
data/raw/Crema/1022_DFA_HAP_XX.wav,happy,CREMA,2.469125
data/raw/Crema/1022_DFA_NEU_XX.wav,neutral,CREMA,2.2826875
data/raw/Crema/1022_DFA_SAD_XX.wav,sad,CREMA,2.3690625
data/raw/Crema/1022_IEO_ANG_HI.wav,angry,CREMA,3.1364375
data/raw/Crema/1022_IEO_ANG_LO.wav,angry,CREMA,1.8018125
data/raw/Crema/1022_IEO_ANG_MD.wav,angry,CREMA,2.5025
data/raw/Crema/1022_IEO_DIS_HI.wav,disgust,CREMA,2.102125
data/raw/Crema/1022_IEO_DIS_LO.wav,disgust,CREMA,2.1354375
data/raw/Crema/1022_IEO_DIS_MD.wav,disgust,CREMA,2.3356875
data/raw/Crema/1022_IEO_FEA_HI.wav,fear,CREMA,2.3023125
data/raw/Crema/1022_IEO_FEA_LO.wav,fear,CREMA,1.901875
data/raw/Crema/1022_IEO_FEA_MD.wav,fear,CREMA,2.2021875
data/raw/Crema/1022_IEO_HAP_HI.wav,happy,CREMA,1.8351875
data/raw/Crema/1022_IEO_HAP_LO.wav,happy,CREMA,1.968625
data/raw/Crema/1022_IEO_HAP_MD.wav,happy,CREMA,1.968625
data/raw/Crema/1022_IEO_NEU_XX.wav,neutral,CREMA,1.7016875
data/raw/Crema/1022_IEO_SAD_HI.wav,sad,CREMA,2.2755625
data/raw/Crema/1022_IEO_SAD_LO.wav,sad,CREMA,1.8685
